latency	type
234.333374	RestStart
235.347475	RestEnd
238.341775	MotionStart
253.338274	MotionEnd
255.184459	RestStart
256.156556	RestEnd
259.175858	MotionStart
274.148355	MotionEnd
278.408781	RestStart
279.373877	RestEnd
282.404180	MotionStart
297.396680	MotionEnd
303.078248	RestStart
304.091349	RestEnd
307.090649	MotionStart
322.092149	MotionEnd
324.936433	RestStart
325.937534	RestEnd
328.962836	MotionStart
343.932333	MotionEnd
348.987838	RestStart
349.969937	RestEnd
352.983238	MotionStart
367.958735	MotionEnd
370.641003	RestStart
371.633103	RestEnd
374.653405	MotionStart
389.641903	MotionEnd
394.910430	RestStart
395.925532	RestEnd
398.924832	MotionStart
413.920331	MotionEnd
416.175557	RestStart
417.157655	RestEnd
420.164955	MotionStart
435.159455	MotionEnd
437.001639	RestStart
438.000738	RestEnd
441.029042	MotionStart
455.997538	MotionEnd
457.949734	RestStart
458.928831	RestEnd
461.949133	MotionStart
476.951633	MotionEnd
479.041842	RestStart
480.039942	RestEnd
483.061244	MotionStart
498.034742	MotionEnd
500.586997	RestStart
501.580096	RestEnd
504.577396	MotionStart
519.550893	MotionEnd
521.508088	RestStart
522.499188	RestEnd
525.512489	MotionStart
540.487986	MotionEnd
543.789317	RestStart
544.784416	RestEnd
547.782716	MotionStart
562.759213	MotionEnd
566.088546	RestStart
567.057643	RestEnd
570.081945	MotionStart
585.078445	MotionEnd
587.124649	RestStart
588.108748	RestEnd
591.149052	MotionStart
606.121549	MotionEnd
607.729710	RestStart
608.725809	RestEnd
611.728110	MotionStart
626.727609	MotionEnd
628.480785	RestStart
629.501887	RestEnd
632.478185	MotionStart
647.474684	MotionEnd
649.598896	RestStart
650.589996	RestEnd
653.630299	MotionStart
668.600797	MotionEnd
670.768013	RestStart
671.737110	RestEnd
674.780414	MotionStart
689.763913	MotionEnd
691.647101	RestStart
692.624198	RestEnd
695.644501	MotionStart
710.647001	MotionEnd
712.476183	RestStart
713.472283	RestEnd
716.468582	MotionStart
731.489085	MotionEnd
733.424278	RestStart
734.406376	RestEnd
737.434679	MotionStart
752.422178	MotionEnd
754.921428	RestStart
755.920527	RestEnd
758.943830	MotionStart
773.937329	MotionEnd
776.887624	RestStart
777.872722	RestEnd
780.879023	MotionStart
795.867522	MotionEnd
799.964931	RestStart
800.953030	RestEnd
803.985333	MotionStart
818.957831	MotionEnd
821.354070	RestStart
822.384173	RestEnd
825.390474	MotionStart
840.355970	MotionEnd
844.136348	RestStart
845.143449	RestEnd
848.147749	MotionStart
863.122247	MotionEnd
868.060740	RestStart
869.038838	RestEnd
872.061140	MotionStart
887.071641	MotionEnd
889.677902	RestStart
890.676002	RestEnd
893.693303	MotionStart
908.688803	MotionEnd
911.785112	RestStart
912.781212	RestEnd
915.797514	MotionStart
930.790013	MotionEnd
933.561290	RestStart
934.565390	RestEnd
937.566690	MotionStart
952.562190	MotionEnd
954.505384	RestStart
955.465480	RestEnd
958.503784	MotionStart
973.510284	MotionEnd
975.487482	RestStart
976.481582	RestEnd
979.497883	MotionStart
994.485381	MotionEnd
996.814615	RestStart
997.841717	RestEnd
1000.828016	MotionStart
1015.818515	MotionEnd
1022.421175	RestStart
1023.388272	RestEnd
1026.400573	MotionStart
1041.411074	MotionEnd
1043.440276	RestStart
1044.421375	RestEnd
1047.419675	MotionStart
1062.412174	MotionEnd
1065.821514	RestStart
1066.817614	RestEnd
1069.831916	MotionStart
1084.819414	MotionEnd
1087.228655	RestStart
1088.213754	RestEnd
1091.238056	MotionStart
1106.242556	MotionEnd
1107.995732	RestStart
1108.986831	RestEnd
1111.985130	MotionStart
1126.993631	MotionEnd
1129.417874	RestStart
1130.403972	RestEnd
1133.421274	MotionStart
1148.419773	MotionEnd
1150.298961	RestStart
1151.278059	RestEnd
1154.272359	MotionStart
1169.251857	MotionEnd
1171.283059	RestStart
1172.270158	RestEnd
1175.276459	MotionStart
1190.277959	MotionEnd
1192.178149	RestStart
1193.190250	RestEnd
1196.188550	MotionStart
1211.181049	MotionEnd
1213.456276	RestStart
1214.421373	RestEnd
1217.432674	MotionStart
1232.457177	MotionEnd
1238.053736	RestStart
1239.034834	RestEnd
1242.066137	MotionStart
1257.051636	MotionEnd
1264.304361	RestStart
1265.288459	RestEnd
1268.318762	MotionStart
1283.296260	MotionEnd
1286.380568	RestStart
1287.355666	RestEnd
1290.389969	MotionStart
1305.363466	MotionEnd
1307.613691	RestStart
1308.613791	RestEnd
1311.616092	MotionStart
1326.607591	MotionEnd
1328.777808	RestStart
1329.762906	RestEnd
