latency	type
228.538824	RestStart
229.544925	RestEnd
232.546225	MotionStart
247.550725	MotionEnd
249.750946	RestStart
250.723042	RestEnd
253.763347	MotionStart
268.733843	MotionEnd
270.878058	RestStart
271.832153	RestEnd
274.862456	MotionStart
289.820952	MotionEnd
292.030173	RestStart
292.990269	RestEnd
296.020572	MotionStart
310.981068	MotionEnd
313.625332	RestStart
314.623432	RestEnd
317.659736	MotionStart
332.616231	MotionEnd
334.612431	RestStart
335.584528	RestEnd
338.621831	MotionStart
353.577327	MotionEnd
361.653134	RestStart
362.647234	RestEnd
365.644534	MotionStart
380.632032	MotionEnd
383.600329	RestStart
384.599429	RestEnd
387.610730	MotionStart
402.598228	MotionEnd
405.310500	RestStart
406.291598	RestEnd
409.323901	MotionStart
424.318400	MotionEnd
429.604929	RestStart
430.564025	RestEnd
433.595328	MotionStart
448.584827	MotionEnd
451.161084	RestStart
452.179186	RestEnd
455.198488	MotionStart
470.165985	MotionEnd
473.291297	RestStart
474.309399	RestEnd
477.311699	MotionStart
492.307198	MotionEnd
494.320400	RestStart
495.318500	RestEnd
498.314799	MotionStart
513.309298	MotionEnd
517.176685	RestStart
518.165784	RestEnd
521.181086	MotionStart
536.171585	MotionEnd
539.066874	RestStart
540.046972	RestEnd
543.072275	MotionStart
558.055773	MotionEnd
560.034971	RestStart
561.012068	RestEnd
564.029370	MotionStart
579.021869	MotionEnd
581.151082	RestStart
582.132180	RestEnd
585.148482	MotionStart
600.150982	MotionEnd
602.115178	RestStart
603.090276	RestEnd
606.124579	MotionStart
621.082075	MotionEnd
625.092476	RestStart
626.104577	RestEnd
629.098876	MotionStart
644.087375	MotionEnd
652.685234	RestStart
653.678334	RestEnd
656.704637	MotionStart
671.679134	MotionEnd
675.720538	RestStart
676.733639	RestEnd
679.712937	MotionStart
694.713909	MotionEnd
697.626909	RestStart
698.636908	RestEnd
701.652909	MotionStart
716.628909	MotionEnd
721.330909	RestStart
722.327908	RestEnd
725.348908	MotionStart
740.320908	MotionEnd
785.959908	RestStart
786.937909	RestEnd
789.956909	MotionStart
804.936909	MotionEnd
807.214909	RestStart
808.207909	RestEnd
811.237909	MotionStart
826.213909	MotionEnd
829.585909	RestStart
830.577908	RestEnd
833.578908	MotionStart
848.585909	MotionEnd
851.423909	RestStart
852.403909	RestEnd
855.433908	MotionStart
870.433908	MotionEnd
872.457909	RestStart
873.414909	RestEnd
876.466908	MotionStart
891.432908	MotionEnd
893.284909	RestStart
894.289909	RestEnd
897.327908	MotionStart
912.295908	MotionEnd
913.974909	RestStart
914.971909	RestEnd
917.987909	MotionStart
932.984909	MotionEnd
935.605909	RestStart
936.605909	RestEnd
939.612909	MotionStart
954.602909	MotionEnd
959.005908	RestStart
960.015909	RestEnd
963.015909	MotionStart
978.017909	MotionEnd
987.048909	RestStart
988.048909	RestEnd
991.052908	MotionStart
1006.052908	MotionEnd
1007.843909	RestStart
1008.834908	RestEnd
1011.870909	MotionStart
1026.839909	MotionEnd
1028.989909	RestStart
1029.953908	RestEnd
1032.977909	MotionStart
1047.972908	MotionEnd
1057.796909	RestStart
1058.775908	RestEnd
1061.787908	MotionStart
1076.788908	MotionEnd
1079.101909	RestStart
1080.091908	RestEnd
1083.093909	MotionStart
1098.105909	MotionEnd
1099.759909	RestStart
1100.742908	RestEnd
1103.765909	MotionStart
1118.767909	MotionEnd
1120.619909	RestStart
1121.606909	RestEnd
1124.616908	MotionStart
1139.602909	MotionEnd
1141.464909	RestStart
1142.457909	RestEnd
1145.464909	MotionStart
1160.449909	MotionEnd
1162.307908	RestStart
1163.285909	RestEnd
