latency	type
255.651178	RestStart
256.638277	RestEnd
259.667580	MotionStart
274.641077	MotionEnd
277.414354	RestStart
278.388452	RestEnd
281.416755	MotionStart
296.391252	MotionEnd
298.372450	RestStart
299.373550	RestEnd
302.391852	MotionStart
317.378350	MotionEnd
319.581571	RestStart
320.563669	RestEnd
323.578970	MotionStart
338.583471	MotionEnd
340.781691	RestStart
341.782791	RestEnd
344.794092	MotionStart
359.787591	MotionEnd
361.570769	RestStart
362.573870	RestEnd
365.597172	MotionStart
380.577670	MotionEnd
382.880900	RestStart
383.891001	RestEnd
386.884300	MotionStart
401.870799	MotionEnd
406.479259	RestStart
407.461358	RestEnd
410.473659	MotionStart
425.474159	MotionEnd
428.217433	RestStart
429.213533	RestEnd
432.240836	MotionStart
447.229334	MotionEnd
449.654577	RestStart
450.646676	RestEnd
453.671978	MotionStart
468.658477	MotionEnd
471.255737	RestStart
472.233834	RestEnd
475.243135	MotionStart
490.223633	MotionEnd
493.523963	RestStart
494.517063	RestEnd
497.522363	MotionStart
512.504861	MotionEnd
516.152226	RestStart
517.158327	RestEnd
520.155626	MotionStart
535.157126	MotionEnd
537.170328	RestStart
538.150425	RestEnd
541.164727	MotionStart
556.153225	MotionEnd
558.687479	RestStart
559.680578	RestEnd
562.685879	MotionStart
577.675377	MotionEnd
579.708581	RestStart
580.716681	RestEnd
583.740984	MotionStart
598.711481	MotionEnd
600.680678	RestStart
601.666777	RestEnd
604.678078	MotionStart
619.660576	MotionEnd
621.557765	RestStart
622.538864	RestEnd
625.548164	MotionStart
640.555665	MotionEnd
643.700979	RestStart
644.698079	RestEnd
647.726382	MotionStart
662.732882	MotionEnd
665.538163	RestStart
666.536263	RestEnd
669.553564	MotionStart
684.565065	MotionEnd
686.628272	RestStart
687.618370	RestEnd
690.622671	MotionStart
705.597168	MotionEnd
708.460455	RestStart
709.450554	RestEnd
712.450854	MotionStart
727.435352	MotionEnd
729.337542	RestStart
730.312640	RestEnd
733.330942	MotionStart
748.317440	MotionEnd
765.884197	RestStart
766.891297	RestEnd
769.899598	MotionStart
784.904098	MotionEnd
787.195327	RestStart
788.205429	RestEnd
791.228731	MotionStart
806.231231	MotionEnd
809.168525	RestStart
810.145622	RestEnd
813.181926	MotionStart
828.155423	MotionEnd
831.012709	RestStart
832.026810	RestEnd
835.006108	MotionStart
849.994607	MotionEnd
855.063114	RestStart
856.075215	RestEnd
859.062513	MotionStart
874.055013	MotionEnd
876.148222	RestStart
877.147322	RestEnd
880.179625	MotionStart
895.154122	MotionEnd
897.239331	RestStart
898.232430	RestEnd
901.259733	MotionStart
916.244231	MotionEnd
918.838490	RestStart
919.815588	RestEnd
922.840891	MotionStart
937.807387	MotionEnd
940.630670	RestStart
941.627769	RestEnd
944.639070	MotionStart
959.619568	MotionEnd
962.023808	RestStart
962.978904	RestEnd
966.001206	MotionStart
981.011707	MotionEnd
983.160922	RestStart
984.154021	RestEnd
987.160322	MotionStart
1002.175823	MotionEnd
1003.975003	RestStart
1004.968102	RestEnd
1007.972403	MotionStart
1022.961902	MotionEnd
