latency	type
760.466603	RestStart
761.442701	RestEnd
764.481005	MotionStart
779.437500	MotionEnd
781.902747	RestStart
782.877844	RestEnd
785.909147	MotionStart
800.908647	MotionEnd
804.713027	RestStart
805.690125	RestEnd
808.724429	MotionStart
823.713927	MotionEnd
827.331289	RestStart
828.307387	RestEnd
831.321688	MotionStart
846.308186	MotionEnd
848.431399	RestStart
849.406496	RestEnd
852.441800	MotionStart
867.410297	MotionEnd
869.603516	RestStart
870.607616	RestEnd
873.578914	MotionStart
888.584414	MotionEnd
891.713727	RestStart
892.704826	RestEnd
895.695125	MotionStart
910.716627	MotionEnd
912.722827	RestStart
913.727928	RestEnd
916.737229	MotionStart
931.718727	MotionEnd
933.323887	RestStart
934.307986	RestEnd
937.337289	MotionStart
952.338788	MotionEnd
955.217076	RestStart
956.196175	RestEnd
959.211476	MotionStart
974.207975	MotionEnd
977.634318	RestStart
978.620417	RestEnd
981.634718	MotionStart
996.626217	MotionEnd
998.524407	RestStart
999.533508	RestEnd
1002.517806	MotionStart
1017.507305	MotionEnd
1020.363591	RestStart
1021.358690	RestEnd
1024.374991	MotionStart
1039.386493	MotionEnd
1041.212675	RestStart
1042.223776	RestEnd
1045.223076	MotionStart
1060.199573	MotionEnd
1062.026756	RestStart
1063.016855	RestEnd
1066.015155	MotionStart
1081.006654	MotionEnd
1082.784832	RestStart
1083.779931	RestEnd
1086.794233	MotionStart
1101.781732	MotionEnd
1104.496003	RestStart
1105.482101	RestEnd
1108.500403	MotionStart
1123.490902	MotionEnd
1125.248078	RestStart
1126.243177	RestEnd
1129.272480	MotionStart
1144.245977	MotionEnd
1146.387192	RestStart
1147.414294	RestEnd
1150.397592	MotionStart
1165.403093	MotionEnd
1167.245277	RestStart
1168.220374	RestEnd
1171.243677	MotionStart
1186.244177	MotionEnd
1188.114364	RestStart
1189.072460	RestEnd
1192.090762	MotionStart
1207.080260	MotionEnd
1208.895442	RestStart
1209.852538	RestEnd
1212.886841	MotionStart
1227.879340	MotionEnd
1229.902542	RestStart
1230.912643	RestEnd
1233.926945	MotionStart
1248.905442	MotionEnd
1263.332885	RestStart
1264.349986	RestEnd
1267.336285	MotionStart
1282.344786	MotionEnd
1285.283080	RestStart
1286.277179	RestEnd
1289.296481	MotionStart
1304.282979	MotionEnd
1306.511202	RestStart
1307.518303	RestEnd
1310.518603	MotionStart
1325.495100	MotionEnd
1328.228374	RestStart
1329.222473	RestEnd
1332.216772	MotionStart
1347.224273	MotionEnd
1349.351486	RestStart
1350.343585	RestEnd
1353.360887	MotionStart
1368.331384	MotionEnd
1370.736624	RestStart
1371.744725	RestEnd
1374.740024	MotionStart
1389.732524	MotionEnd
1392.448795	RestStart
1393.442894	RestEnd
1396.476198	MotionStart
1411.465697	MotionEnd
1413.733923	RestStart
1414.721022	RestEnd
1417.735324	MotionStart
1432.744824	MotionEnd
1437.165266	RestStart
1438.134363	RestEnd
1441.144664	MotionStart
1456.161166	MotionEnd
1458.256375	RestStart
1459.240474	RestEnd
1462.256775	MotionStart
1477.249274	MotionEnd
1479.482498	RestStart
1480.464596	RestEnd
1483.510900	MotionStart
1498.472396	MotionEnd
1501.273677	RestStart
1502.233773	RestEnd
1505.272077	MotionStart
1520.262576	MotionEnd
1521.984747	RestStart
1522.983848	RestEnd
1525.981147	MotionStart
1540.989648	MotionEnd
1543.019851	RestStart
1543.979947	RestEnd
1546.997249	MotionStart
1562.024751	MotionEnd
1563.854934	RestStart
1564.843033	RestEnd
1567.861335	MotionStart
1582.830831	MotionEnd
1584.665015	RestStart
1585.677116	RestEnd
1588.688417	MotionStart
1603.662915	MotionEnd
1605.649113	RestStart
1606.639212	RestEnd
1609.657514	MotionStart
1624.627011	MotionEnd
1626.715219	RestStart
1627.726321	RestEnd
1630.726621	MotionStart
1645.715119	MotionEnd
1647.818330	RestStart
1648.813429	RestEnd
1651.815730	MotionStart
1666.819230	MotionEnd
1669.437491	RestStart
1670.425590	RestEnd
1673.442892	MotionStart
1688.436391	MotionEnd
1691.107658	RestStart
1692.102757	RestEnd
1695.118059	MotionStart
1710.118559	MotionEnd
1712.218769	RestStart
1713.200867	RestEnd
1716.212168	MotionStart
1731.215669	MotionEnd
1733.143861	RestStart
1734.136960	RestEnd
1737.176265	MotionStart
1752.166763	MotionEnd
1815.540100	RestStart
1816.527199	RestEnd
1819.546501	MotionStart
1834.520998	MotionEnd
1836.434189	RestStart
1837.441290	RestEnd
1840.448591	MotionStart
1855.436089	MotionEnd
1857.331279	RestStart
1858.308377	RestEnd
1861.324678	MotionStart
1876.312177	MotionEnd
1878.692415	RestStart
1879.686514	RestEnd
1882.721817	MotionStart
1897.678313	MotionEnd
1900.962642	RestStart
1901.941739	RestEnd
1904.957041	MotionStart
1919.941539	MotionEnd
1922.286774	RestStart
1923.282873	RestEnd
1926.288174	MotionStart
1941.292674	MotionEnd
1946.344179	RestStart
1947.333278	RestEnd
1950.354580	MotionStart
1965.329078	MotionEnd
1967.466291	RestStart
1968.438388	RestEnd
1971.455690	MotionStart
1986.446189	MotionEnd
1988.280373	RestStart
1989.242469	RestEnd
1992.266771	MotionStart
2007.238268	MotionEnd
2009.087453	RestStart
2010.080552	RestEnd
2013.087853	MotionStart
2028.075352	MotionEnd
2031.451689	RestStart
2032.452789	RestEnd
2035.462090	MotionStart
2050.441588	MotionEnd
2056.179161	RestStart
2057.164260	RestEnd
2060.192563	MotionStart
2075.163060	MotionEnd
2077.231266	RestStart
2078.218365	RestEnd
2081.208664	MotionStart
2096.217165	MotionEnd
2100.813625	RestStart
2101.817725	RestEnd
2104.833026	MotionStart
2119.808524	MotionEnd
2121.701713	RestStart
2122.681811	RestEnd
2125.688112	MotionStart
2140.690612	MotionEnd
2142.394782	RestStart
2143.391882	RestEnd
2146.412184	MotionStart
2161.415684	MotionEnd
2163.453888	RestStart
2164.427986	RestEnd
2167.457288	MotionStart
2182.458788	MotionEnd
2184.602003	RestStart
2185.588101	RestEnd
2188.596402	MotionStart
2203.569899	MotionEnd
2205.243067	RestStart
2206.239166	RestEnd
2209.238466	MotionStart
2224.262968	MotionEnd
2226.669209	RestStart
2227.656308	RestEnd
2230.682610	MotionStart
2245.653107	MotionEnd
2247.388281	RestStart
2248.403382	RestEnd
2251.411683	MotionStart
2266.383180	MotionEnd
2268.477389	RestStart
2269.455487	RestEnd
2272.491791	MotionStart
2287.451287	MotionEnd
2289.624504	RestStart
2290.600602	RestEnd
2293.626904	MotionStart
2308.623403	MotionEnd
2334.833024	RestStart
2335.826124	RestEnd
