latency	type
251.393046	RestStart
252.383145	RestEnd
255.408447	MotionStart
270.374944	MotionEnd
273.968303	RestStart
274.961403	RestEnd
277.982705	MotionStart
292.971204	MotionEnd
294.937400	RestStart
295.913498	RestEnd
298.946801	MotionStart
313.910297	MotionEnd
317.096616	RestStart
318.080714	RestEnd
321.097016	MotionStart
336.090515	MotionEnd
338.512757	RestStart
339.497855	RestEnd
342.520158	MotionStart
357.463652	MotionEnd
359.533859	RestStart
360.517957	RestEnd
363.538259	MotionStart
378.542760	MotionEnd
380.911997	RestStart
381.912097	RestEnd
384.906396	MotionStart
399.910897	MotionEnd
401.896095	RestStart
402.863191	RestEnd
405.891494	MotionStart
420.860991	MotionEnd
423.598265	RestStart
424.592364	RestEnd
427.593664	MotionStart
442.586163	MotionEnd
444.720377	RestStart
445.734478	RestEnd
448.733778	MotionStart
463.708276	MotionEnd
466.127517	RestStart
467.132618	RestEnd
470.144919	MotionStart
485.136418	MotionEnd
489.362840	RestStart
490.356940	RestEnd
493.368241	MotionStart
508.349739	MotionEnd
510.037908	RestStart
511.040008	RestEnd
514.083312	MotionStart
529.052809	MotionEnd
532.547158	RestStart
533.541258	RestEnd
536.557560	MotionStart
551.545058	MotionEnd
556.461550	RestStart
557.439647	RestEnd
560.461950	MotionStart
575.434447	MotionEnd
580.602964	RestStart
581.587062	RestEnd
584.612364	MotionStart
599.599863	MotionEnd
602.103113	RestStart
603.104213	RestEnd
606.110514	MotionStart
621.117015	MotionEnd
627.796683	RestStart
628.763779	RestEnd
631.790082	MotionStart
646.787582	MotionEnd
649.447848	RestStart
650.434946	RestEnd
653.460249	MotionStart
668.430746	MotionEnd
679.538856	RestStart
680.532956	RestEnd
683.558258	MotionStart
698.543757	MotionEnd
700.639966	RestStart
701.632065	RestEnd
704.617364	MotionStart
719.644867	MotionEnd
721.745076	RestStart
722.721174	RestEnd
725.735475	MotionStart
740.680970	MotionEnd
742.557158	RestStart
743.551257	RestEnd
746.566559	MotionStart
761.559057	MotionEnd
863.368237	RestStart
864.377338	RestEnd
867.363637	MotionStart
882.372138	MotionEnd
887.599660	RestStart
888.568757	RestEnd
891.586059	MotionStart
906.593559	MotionEnd
908.807781	RestStart
909.807881	RestEnd
912.825183	MotionStart
927.820682	MotionEnd
930.260926	RestStart
931.251025	RestEnd
934.273327	MotionStart
949.249825	MotionEnd
951.178017	RestStart
952.158116	RestEnd
955.156415	MotionStart
970.165916	MotionEnd
972.199119	RestStart
973.173217	RestEnd
976.207520	MotionStart
991.198019	MotionEnd
993.923291	RestStart
994.914391	RestEnd
997.944694	MotionStart
1012.922191	MotionEnd
1015.328432	RestStart
1016.322531	RestEnd
1019.357835	MotionStart
1034.331332	MotionEnd
1036.389538	RestStart
1037.376637	RestEnd
1040.391938	MotionStart
1055.378436	MotionEnd
1057.716670	RestStart
1058.705769	RestEnd
1061.735072	MotionStart
1076.695568	MotionEnd
1078.935792	RestStart
1079.910889	RestEnd
1082.928191	MotionStart
1097.930691	MotionEnd
1100.069905	RestStart
1101.057004	RestEnd
1104.080306	MotionStart
1119.055804	MotionEnd
1121.268025	RestStart
1122.273125	RestEnd
1125.289427	MotionStart
1140.271925	MotionEnd
1142.088107	RestStart
1143.103208	RestEnd
1146.103508	MotionStart
1161.109009	MotionEnd
1163.791277	RestStart
1164.782376	RestEnd
1167.786676	MotionStart
1182.776175	MotionEnd
1185.222419	RestStart
1186.216519	RestEnd
1189.251823	MotionStart
1204.220319	MotionEnd
1206.257523	RestStart
1207.252622	RestEnd
1210.232920	MotionStart
1225.227420	MotionEnd
1228.028700	RestStart
1229.013798	RestEnd
1232.030100	MotionStart
1247.031600	MotionEnd
1250.674964	RestStart
1251.641061	RestEnd
1254.670364	MotionStart
1269.658862	MotionEnd
1271.496046	RestStart
1272.492146	RestEnd
1275.515448	MotionStart
1290.506947	MotionEnd
1293.003196	RestStart
1294.013298	RestEnd
1297.033600	MotionStart
1312.007097	MotionEnd
1314.827379	RestStart
1315.812477	RestEnd
1318.823778	MotionStart
1333.824278	MotionEnd
1337.327629	RestStart
1338.300726	RestEnd
1341.348031	MotionStart
1356.310527	MotionEnd
1592.504144	RestStart
1593.494243	RestEnd
1596.497543	MotionStart
1611.490042	MotionEnd
1614.001293	RestStart
1614.999393	RestEnd
1618.010694	MotionStart
1633.006193	MotionEnd
1635.056399	RestStart
1636.045498	RestEnd
1639.046797	MotionStart
1654.048298	MotionEnd
1656.582551	RestStart
1657.580651	RestEnd
1660.627955	MotionStart
1675.589452	MotionEnd
1678.065699	RestStart
1679.049797	RestEnd
1682.081101	MotionStart
